ID,ind
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,0
297,0
298,0
299,1
300,1
301,1
302,1
303,1
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,1
312,0
313,1
314,1
315,1
316,0
317,0
318,1
319,1
320,0
321,1
322,0
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,0
331,1
332,1
333,1
334,1
335,1
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,1
346,0
347,1
348,1
349,1
350,1
351,1
352,0
353,1
354,0
355,0
356,1
357,1
358,0
359,1
360,0
361,0
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,1
370,1
371,1
372,1
373,1
374,1
375,0
376,0
377,0
378,0
379,0
380,1
381,0
382,0
383,0
384,1
385,0
386,0
387,1
388,1
389,1
390,0
391,0
392,1
393,0
394,1
395,1
396,1
397,1
398,0
399,1
400,0
401,0
402,1
403,0
404,0
405,0
406,0
407,1
408,0
409,1
410,1
411,0
412,1
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,0
422,1
423,1
424,0
425,1
426,0
427,0
428,0
429,0
430,1
431,0
432,0
433,0
434,1
435,1
436,1
437,0
438,1
439,0
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,1
448,1
449,0
450,0
451,1
452,0
453,0
454,1
455,0
456,1
457,0
458,0
459,0
460,0
461,0
462,1
463,0
464,0
465,0
466,1
467,1
468,1
469,0
470,1
471,1
472,1
473,0
474,1
475,1
476,0
477,0
478,0
479,1
480,1
481,1
482,0
483,0
484,1
485,0
486,0
487,0
488,1
489,1
490,1
491,1
492,0
493,0
494,0
495,1
496,0
497,0
498,0
499,1
500,1
501,0
502,1
503,0
504,0
505,1
506,0
507,1
508,1
509,0
510,0
511,0
512,0
513,1
514,0
515,0
516,1
517,1
518,1
519,0
520,0
521,1
522,1
523,0
524,1
525,1
526,0
527,1
528,0
529,0
530,1
531,0
532,1
533,0
534,0
535,0
536,1
537,1
538,0
539,0
540,1
541,1
542,1
543,1
544,0
545,1
546,0
547,0
548,1
549,0
550,1
551,1
552,0
553,0
554,0
555,1
556,0
557,1
558,0
559,1
560,0
561,0
562,1
563,1
564,1
565,0
566,0
567,1
568,0
569,0
570,1
571,0
572,0
573,1
574,1
575,0
576,1
577,0
578,0
579,0
580,0
581,1
582,1
583,0
584,0
585,1
586,0
587,1
588,1
589,0
590,0
591,0
592,1
593,1
594,1
595,0
596,1
597,0
598,0
599,1
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,0
608,1
609,1
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,0
619,0
620,0
621,1
622,0
623,0
624,0
625,1
626,0
627,1
628,1
629,0
630,1
631,1
632,0
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,0
641,1
642,0
643,1
644,0
645,0
646,0
647,0
648,1
649,1
650,0
651,1
652,0
653,0
654,1
655,0
656,1
657,1
658,0
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,0
667,1
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,1
679,1
680,1
681,0
682,1
683,0
684,0
685,0
686,1
687,1
688,0
689,1
690,1
691,0
692,0
693,0
694,1
695,1
696,1
697,1
698,1
699,0
700,0
701,0
702,1
703,1
704,0
705,0
706,0
707,0
708,1
709,1
710,0
711,0
712,0
713,0
714,0
715,1
716,0
717,0
718,0
719,1
720,1
721,0
722,0
723,1
724,1
725,1
726,1
727,0
728,1
729,0
730,1
731,0
732,0
733,0
734,1
735,1
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,1
747,1
748,1
749,1
750,0
751,0
752,1
753,1
754,0
755,1
756,0
757,1
758,1
759,1
760,1
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,1
769,1
770,1
771,1
772,1
773,0
774,1
775,0
776,1
777,1
778,1
779,0
780,0
781,1
782,0
783,1
784,0
785,1
786,1
787,0
788,1
789,1
790,1
791,0
792,1
793,0
794,1
795,0
796,1
797,1
798,1
799,0
800,1
801,1
802,0
803,0
804,1
805,1
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,1
814,0
815,1
816,1
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,1
825,1
826,0
827,1
828,0
829,1
830,1
831,0
832,0
833,0
834,1
835,1
836,0
837,1
838,1
839,0
840,0
841,0
842,1
843,1
844,0
845,0
846,0
847,0
848,0
849,1
850,0
851,0
852,0
853,0
854,0
855,1
856,0
857,1
858,1
859,0
860,0
861,0
862,1
863,0
864,0
865,1
866,0
867,0
868,1
869,0
870,1
871,1
872,1
873,1
874,0
875,0
876,0
877,1
878,0
879,0
880,0
881,0
882,0
883,1
884,0
885,0
886,1
887,1
888,0
889,0
890,1
891,0
892,1
893,0
894,0
895,1
896,0
897,0
898,1
899,1
900,1
901,0
902,1
903,1
904,0
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,1
913,1
914,0
915,0
916,1
917,1
918,0
919,1
920,0
921,0
922,0
923,0
924,1
925,1
926,1
927,1
928,0
929,1
930,1
931,0
932,1
933,0
934,0
935,1
936,1
937,1
938,0
939,0
940,0
941,1
942,1
943,1
944,0
945,0
946,0
947,0
948,1
949,1
950,0
951,0
952,1
953,1
954,1
955,0
956,0
957,1
958,0
959,0
960,0
961,1
962,1
963,0
964,0
965,0
966,0
967,0
968,0
969,1
970,1
971,0
972,1
973,1
974,0
975,1
976,0
977,0
978,0
979,0
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,0
989,0
990,0
991,0
992,1
993,0
994,0
995,1
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,1
1005,0
1006,0
1007,1
1008,1
1009,1
1010,0
1011,1
1012,0
1013,1
1014,0
1015,1
1016,0
1017,0
1018,0
1019,1
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,1
1032,1
1033,0
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,1
1047,0
1048,0
1049,1
1050,0
1051,1
1052,1
1053,0
1054,0
1055,1
1056,1
1057,1
1058,0
1059,0
1060,0
1061,1
1062,0
1063,1
1064,1
1065,0
1066,0
1067,0
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,0
1078,1
1079,1
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,0
1087,1
1088,0
1089,1
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,1
1098,1
1099,1
1100,0
1101,1
1102,0
1103,1
1104,1
1105,0
1106,1
1107,0
1108,1
1109,1
1110,1
1111,1
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,0
1119,0
1120,1
1121,1
1122,1
1123,0
1124,0
1125,1
1126,0
1127,1
1128,1
1129,1
1130,0
1131,1
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,1
1157,0
1158,0
1159,1
1160,1
1161,0
1162,1
1163,0
1164,1
1165,1
1166,1
1167,0
1168,1
1169,0
1170,0
1171,1
1172,0
1173,1
1174,0
1175,0
1176,0
1177,1
1178,1
1179,1
1180,1
1181,0
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,1
1189,0
1190,1
1191,0
1192,1
1193,1
1194,1
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,1
1202,0
1203,1
1204,0
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,1
1216,0
1217,1
1218,1
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,1
1227,1
1228,1
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,0
1238,1
1239,1
1240,1
1241,0
1242,0
1243,0
1244,0
1245,1
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,1
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,1
1262,1
1263,1
1264,0
1265,0
1266,1
1267,0
1268,1
1269,0
1270,0
1271,1
1272,1
1273,0
1274,0
1275,1
1276,0
1277,1
1278,0
1279,0
1280,1
1281,1
1282,1
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,0
1290,1
1291,0
1292,1
1293,0
1294,0
1295,1
1296,1
1297,1
1298,1
1299,0
1300,1
1301,0
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,0
1310,0
1311,1
1312,1
1313,0
1314,1
1315,0
1316,1
1317,1
1318,0
1319,1
1320,0
1321,0
1322,1
1323,1
1324,0
1325,1
1326,1
1327,0
1328,1
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,1
1346,0
1347,1
1348,1
1349,1
1350,1
1351,0
1352,1
1353,1
1354,0
1355,1
1356,1
1357,0
1358,1
1359,1
1360,0
1361,1
1362,0
1363,0
1364,0
1365,0
1366,1
1367,0
1368,1
1369,0
1370,1
1371,1
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,1
1386,0
1387,1
1388,1
1389,1
1390,0
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,0
1400,1
1401,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1408,0
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,1
1426,1
1427,0
1428,1
1429,0
1430,0
1431,0
1432,0
1433,1
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,1
1441,0
1442,0
1443,0
1444,1
1445,0
1446,0
1447,1
1448,0
1449,1
1450,0
1451,0
1452,1
1453,1
1454,0
1455,1
1456,0
1457,0
1458,0
1459,0
1460,1
1461,1
1462,0
1463,0
1464,1
1465,1
1466,0
1467,1
1468,1
1469,0
1470,1
1471,1
1472,1
1473,0
1474,0
1475,1
1476,0
1477,1
1478,1
1479,1
1480,0
1481,1
1482,1
1483,0
1484,1
1485,1
1486,1
1487,1
1488,1
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,1
1496,0
1497,0
1498,0
1499,1
1500,0
1501,1
1502,0
1503,0
1504,0
1505,1
1506,1
1507,0
1508,1
1509,1
1510,0
1511,1
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,1
1519,1
1520,0
1521,1
1522,0
1523,1
1524,1
1525,0
1526,0
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,1
1534,1
1535,1
1536,1
1537,1
1538,0
1539,1
1540,1
1541,1
1542,1
1543,0
1544,1
1545,1
1546,0
1547,1
1548,0
1549,0
1550,1
1551,0
1552,0
1553,1
1554,1
1555,1
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,0
1564,1
1565,1
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,1
1573,1
1574,0
1575,1
1576,0
1577,1
1578,1
1579,1
1580,1
1581,0
1582,1
1583,1
1584,0
1585,0
1586,1
1587,0
1588,0
1589,1
1590,0
1591,0
1592,1
1593,0
1594,1
1595,0
1596,0
1597,0
1598,1
1599,0
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,0
1607,1
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,0
1615,0
1616,1
1617,1
1618,0
1619,0
1620,0
1621,0
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,0
1633,0
1634,0
1635,1
1636,1
1637,0
1638,1
1639,0
1640,1
1641,1
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,0
1652,0
1653,0
1654,1
1655,0
1656,0
1657,1
1658,0
1659,1
1660,1
1661,0
1662,0
1663,1
1664,1
1665,0
1666,1
1667,0
1668,1
1669,0
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,1
1684,1
1685,0
1686,0
1687,0
1688,1
1689,0
1690,1
1691,0
1692,1
1693,1
1694,0
1695,0
1696,1
1697,1
1698,0
1699,0
1700,1
1701,1
1702,1
1703,0
1704,0
1705,0
1706,0
1707,0
1708,1
1709,0
1710,0
1711,0
1712,1
1713,0
1714,1
1715,1
1716,1
1717,0
1718,0
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,0
1726,1
1727,0
1728,1
1729,1
1730,1
1731,0
1732,1
1733,0
1734,1
1735,0
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,1
1743,1
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,0
1751,1
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,1
1762,1
1763,1
1764,0
1765,0
1766,0
1767,1
1768,1
1769,1
1770,0
1771,0
1772,1
1773,0
1774,1
1775,1
1776,1
1777,0
1778,1
1779,1
1780,0
1781,1
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,0
1794,0
1795,0
1796,1
1797,0
1798,0
1799,1
1800,1
1801,1
1802,0
1803,0
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,0
1811,0
1812,0
1813,0
1814,1
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,1
1822,1
1823,0
1824,1
1825,1
1826,0
1827,0
1828,1
1829,0
1830,0
1831,1
1832,0
1833,1
1834,0
1835,1
1836,0
1837,1
1838,1
1839,1
1840,0
1841,0
1842,1
1843,0
1844,0
1845,1
1846,0
1847,1
1848,0
1849,0
1850,1
1851,0
1852,0
1853,1
1854,0
1855,0
1856,1
1857,1
1858,0
1859,1
1860,0
1861,0
1862,0
1863,1
1864,1
1865,0
1866,1
1867,1
1868,1
1869,0
1870,1
1871,0
1872,0
1873,1
1874,1
1875,1
1876,0
1877,1
1878,1
1879,0
1880,0
1881,1
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,1
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,1
1896,0
1897,1
1898,1
1899,1
1900,0
1901,0
1902,0
1903,0
1904,0
1905,1
1906,0
1907,1
1908,0
1909,0
1910,1
1911,0
1912,1
1913,0
1914,0
1915,1
1916,0
1917,1
1918,1
1919,0
1920,0
1921,1
1922,0
1923,1
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,0
1931,1
1932,1
1933,1
1934,1
1935,1
1936,0
1937,0
1938,1
1939,0
1940,0
1941,0
1942,1
1943,0
1944,1
1945,1
1946,0
1947,1
1948,0
1949,0
1950,0
1951,0
1952,1
1953,1
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,1
1972,0
1973,0
1974,1
1975,0
1976,1
1977,0
1978,1
1979,0
1980,1
1981,1
1982,0
1983,1
1984,0
1985,0
1986,0
1987,1
1988,0
1989,0
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,1
1997,0
1998,1
1999,0
2000,0
2001,0
2002,0
2003,1
2004,1
2005,1
2006,1
2007,1
2008,1
2009,1
2010,1
2011,0
2012,1
2013,0
2014,0
2015,0
2016,0
2017,1
2018,1
2019,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,0
2027,0
2028,1
2029,1
2030,1
2031,1
2032,0
2033,0
2034,0
2035,1
2036,1
2037,0
2038,1
2039,0
2040,0
2041,0
2042,1
2043,0
2044,1
2045,0
2046,0
2047,1
2048,1
2049,1
2050,1
2051,0
2052,1
2053,0
2054,0
2055,0
2056,0
2057,1
2058,0
2059,1
2060,0
2061,0
2062,1
2063,1
2064,1
2065,1
2066,0
2067,1
2068,0
2069,1
2070,1
2071,0
2072,1
2073,0
2074,1
2075,0
2076,0
2077,0
2078,1
2079,0
2080,1
2081,0
2082,0
2083,1
2084,0
2085,1
2086,0
2087,0
2088,0
2089,1
2090,1
2091,0
2092,1
2093,1
2094,0
2095,0
2096,1
2097,0
2098,1
2099,1
2100,0
2101,0
2102,0
2103,1
2104,1
2105,1
2106,1
2107,0
2108,0
2109,0
2110,1
2111,0
2112,1
2113,1
2114,0
2115,0
2116,0
2117,0
2118,1
2119,0
2120,0
2121,0
2122,0
2123,1
2124,0
2125,0
2126,1
2127,0
2128,0
2129,1
2130,1
2131,1
2132,1
2133,0
2134,0
2135,1
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,1
2143,0
2144,0
2145,0
2146,0
2147,1
2148,1
2149,1
2150,1
2151,0
2152,1
2153,0
2154,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,1
2166,1
2167,0
2168,1
2169,1
2170,1
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,0
2179,0
2180,1
2181,1
2182,0
2183,1
2184,0
2185,1
2186,0
2187,0
2188,1
2189,1
2190,1
2191,1
2192,0
2193,1
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,1
2207,0
2208,0
2209,1
2210,1
2211,1
2212,1
2213,0
2214,0
2215,1
2216,1
2217,0
2218,0
2219,0
2220,0
2221,1
2222,0
2223,1
2224,0
2225,0
2226,1
2227,0
2228,1
2229,0
2230,0
2231,1
2232,0
2233,0
2234,1
2235,0
2236,0
2237,0
2238,1
2239,0
2240,1
2241,0
2242,0
2243,1
2244,1
2245,1
2246,0
2247,0
2248,0
2249,1
2250,0
2251,1
2252,1
2253,0
2254,0
2255,1
2256,1
2257,0
2258,0
2259,1
2260,1
2261,0
2262,1
2263,1
2264,0
2265,0
2266,0
2267,1
2268,1
2269,1
2270,1
2271,1
2272,0
2273,0
2274,0
2275,1
2276,1
2277,0
2278,1
2279,0
2280,1
2281,0
2282,1
2283,0
2284,1
2285,1
2286,0
2287,0
2288,0
2289,0
2290,0
2291,1
2292,0
2293,1
2294,0
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,1
2302,0
2303,0
2304,0
2305,0
2306,1
2307,0
2308,0
2309,1
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,0
2317,1
2318,1
2319,0
2320,0
2321,1
2322,0
2323,1
2324,0
2325,1
2326,1
2327,1
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,1
2335,1
2336,0
2337,1
2338,1
2339,1
2340,0
2341,0
2342,1
2343,1
2344,1
2345,1
2346,0
2347,0
2348,1
2349,0
2350,0
2351,0
2352,0
2353,0
2354,1
2355,0
2356,0
2357,0
2358,1
2359,1
2360,0
2361,0
2362,0
2363,1
2364,0
2365,0
2366,1
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,1
2374,0
2375,1
2376,1
2377,0
2378,1
2379,0
2380,0
2381,1
2382,1
2383,1
2384,0
2385,0
2386,1
2387,0
2388,1
2389,0
2390,0
2391,0
2392,1
2393,1
2394,1
2395,0
2396,0
2397,1
2398,0
2399,1
2400,0
2401,1
2402,1
2403,0
2404,0
2405,0
2406,0
2407,1
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,1
2422,0
2423,1
2424,0
2425,0
2426,1
2427,0
2428,1
2429,0
2430,1
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,0
2438,1
2439,0
2440,1
2441,0
2442,0
2443,0
2444,0
2445,1
2446,1
2447,1
2448,0
2449,0
2450,1
2451,0
2452,1
2453,0
2454,1
2455,1
2456,1
2457,1
2458,0
2459,0
2460,0
2461,1
2462,1
2463,0
2464,1
2465,0
2466,0
2467,0
2468,0
2469,0
2470,1
2471,1
2472,0
2473,0
2474,0
2475,1
2476,1
2477,1
2478,1
2479,1
2480,0
2481,0
2482,1
2483,0
2484,0
2485,1
2486,1
2487,0
2488,0
2489,1
2490,1
2491,1
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2503,1
2504,1
2505,0
2506,0
2507,0
2508,0
2509,0
2510,1
2511,0
2512,0
2513,1
2514,0
2515,0
2516,1
2517,0
2518,1
2519,0
2520,1
2521,0
2522,0
2523,1
2524,1
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,1
2532,0
2533,1
2534,0
2535,1
2536,0
2537,0
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,0
2547,1
2548,1
2549,1
2550,0
2551,1
2552,1
2553,1
2554,0
2555,1
2556,0
2557,0
2558,1
2559,0
2560,1
2561,1
2562,1
2563,0
2564,0
2565,1
2566,0
2567,1
2568,1
2569,1
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,0
2577,1
2578,0
2579,0
2580,1
2581,1
2582,1
2583,0
2584,0
2585,1
2586,0
2587,1
2588,1
2589,0
2590,0
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,0
2598,0
2599,1
2600,1
2601,1
2602,0
2603,1
2604,0
2605,0
2606,1
2607,0
2608,0
2609,1
2610,1
2611,1
2612,1
2613,0
2614,0
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,0
2622,1
2623,0
2624,0
2625,0
2626,0
2627,1
2628,1
2629,0
2630,0
2631,0
2632,1
2633,0
2634,1
2635,1
2636,1
2637,0
2638,0
2639,0
2640,0
2641,1
2642,0
2643,1
2644,1
2645,1
2646,1
2647,1
2648,0
2649,1
2650,0
2651,0
2652,1
2653,0
2654,1
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,0
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,1
2679,1
2680,0
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,1
2691,0
2692,0
2693,0
2694,0
2695,0
2696,1
2697,1
2698,1
2699,0
2700,0
2701,1
2702,1
2703,0
2704,1
2705,1
2706,1
2707,0
2708,1
2709,0
2710,1
2711,1
2712,0
2713,1
2714,1
2715,0
2716,0
2717,1
2718,0
2719,0
2720,0
2721,1
2722,0
2723,0
2724,1
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,1
2739,1
2740,1
2741,1
2742,0
2743,0
2744,0
2745,1
2746,1
2747,1
2748,1
2749,0
2750,0
2751,0
2752,0
2753,1
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,1
2771,1
2772,1
2773,1
2774,0
2775,1
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,1
2786,0
